file,window,wc,nodes,edges,re,pe,l1,l2,l3,lcc,lsc,atd,density,diameter,asp,cc
CDMS-10-4A-JURAN,1,3,3,3,1,0,0,0,0,3,1,1.0,0.5,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,2,3,3,3,1,0,0,0,0,3,1,1.0,0.5,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,3,3,3,3,1,0,0,0,0,3,1,1.0,0.5,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,6,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-4A-JURAN,7,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-4A-JURAN,8,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-4A-JURAN,11,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,12,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-4A-JURAN,13,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,1,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,2,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,3,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,5,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,6,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,7,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,10,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,11,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,12,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5A-HEPIHO,13,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,14,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,18,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,19,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,20,3,6,3,0,0,0,0,0,2,1,0.5,0.1,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,21,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,22,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,23,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,24,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,25,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-HEPIHO,26,3,6,3,0,0,0,0,0,2,1,0.5,0.1,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,27,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,28,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-HEPIHO,30,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,3,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,4,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,5,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,9,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,10,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-KSRAGU,11,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SROPU,0,3,4,3,0,0,0,0,0,4,1,0.75,0.25,2.0,1.5,0.0
CDMS-10-5A-SROPU,1,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SROPU,2,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-SROPU,3,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SROPU,4,3,5,4,0,0,0,0,0,5,1,0.8,0.2,4.0,2.0,0.0
CDMS-10-5A-SROPU,5,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5A-SROPU,6,3,6,6,0,0,0,0,0,6,1,1.0,0.2,3.0,1.8,0.3611111111111111
CDMS-10-5A-SROPU,7,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5A-SROPU,8,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5A-SROPU,11,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,0,3,1,1,0,0,1,0,0,1,1,1.0,0.0,,,
CDMS-10-5A-SZURO,1,3,3,3,0,0,1,0,0,3,1,1.0,0.5,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,2,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,3,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,4,3,6,3,0,0,0,0,0,2,1,0.5,0.1,1.0,1.0,0.0
CDMS-10-5A-SZURO,5,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-SZURO,6,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5A-SZURO,7,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,8,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,9,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,12,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,13,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,14,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,15,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,16,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5A-SZURO,17,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,18,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,19,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,20,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,21,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5A-SZURO,22,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5B-SRAJA,0,3,1,1,0,0,1,0,0,1,1,1.0,0.0,,,
CDMS-10-5B-SRAJA,1,3,1,1,0,0,1,0,0,1,1,1.0,0.0,,,
CDMS-10-5B-SRAJA,2,3,7,5,0,0,1,0,0,3,1,0.7142857142857143,0.11904761904761904,2.0,1.3333333333333333,0.0
CDMS-10-5B-SRAJA,3,3,6,4,0,0,0,0,0,3,1,0.6666666666666666,0.13333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5B-SRAJA,4,3,6,4,0,0,0,0,0,3,1,0.6666666666666666,0.13333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5B-SRAJA,7,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5B-SRAJA,8,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5B-SRAJA,9,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,0,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5C-DAAUSA,1,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5C-DAAUSA,2,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,4,3,2,2,0,0,1,0,0,2,1,1.0,1.0,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,5,3,2,2,0,0,1,0,0,2,1,1.0,1.0,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,6,3,3,3,0,0,1,0,0,3,1,1.0,0.5,2.0,1.3333333333333333,0.0
CDMS-10-5C-DAAUSA,7,3,4,3,0,0,0,0,0,4,1,0.75,0.25,2.0,1.5,0.0
CDMS-10-5C-DAAUSA,8,3,4,3,0,0,0,0,0,4,1,0.75,0.25,2.0,1.5,0.0
CDMS-10-5C-DAAUSA,9,3,4,3,0,0,0,0,0,4,1,0.75,0.25,2.0,1.5,0.0
CDMS-10-5C-DAAUSA,10,3,3,6,4,0,0,0,0,3,1,2.0,1.0,2.0,1.3333333333333333,0.0
CDMS-10-5C-DAAUSA,11,3,7,12,4,0,0,0,0,7,1,1.7142857142857142,0.2857142857142857,3.0,1.7619047619047619,0.31428571428571433
CDMS-10-5C-DAAUSA,12,3,7,11,3,0,0,0,0,7,1,1.5714285714285714,0.2619047619047619,3.0,1.7619047619047619,0.31428571428571433
CDMS-10-5C-DAAUSA,13,3,6,6,0,0,0,0,0,6,1,1.0,0.2,3.0,1.8,0.0
CDMS-10-5C-DAAUSA,16,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,17,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,18,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,19,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-DAAUSA,20,3,5,3,0,0,0,0,0,3,1,0.6,0.15,2.0,1.3333333333333333,0.0
CDMS-10-5C-ICAPA,0,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5C-ICAPA,1,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5C-ICAPA,2,3,4,3,0,0,0,0,0,4,1,0.75,0.25,2.0,1.5,0.0
CDMS-10-5C-ICAPA,3,3,5,5,1,0,0,0,0,5,1,1.0,0.25,3.0,1.8,0.0
CDMS-10-5C-ICAPA,4,3,6,6,1,0,0,0,0,6,1,1.0,0.2,3.0,1.8666666666666667,0.0
CDMS-10-5C-ICAPA,5,3,4,3,0,0,0,0,0,4,1,0.75,0.25,3.0,1.6666666666666667,0.0
CDMS-10-5C-ICAPA,6,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-ICAPA,7,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-ICAPA,8,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-ICAPA,9,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-ICAPA,13,3,2,1,0,0,0,0,0,2,1,0.5,0.5,1.0,1.0,0.0
CDMS-10-5C-ICAPA,14,3,4,2,0,0,0,0,0,2,1,0.5,0.16666666666666666,1.0,1.0,0.0
CDMS-10-5C-JFALGI,1,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
CDMS-10-5C-JFALGI,2,3,3,2,0,0,0,0,0,3,1,0.6666666666666666,0.3333333333333333,2.0,1.3333333333333333,0.0
